id_visita,fecha,pais_origen,via_ingreso,motivo_viaje,departamento_visitado,noches_estadia,gasto_total,anio,mes,dia,trimestre,gasto_por_noche
4404,2022-01-04,Estados Unidos,Aerea,Religioso,Santa Ana,5,1140,2022,1,4,1,228.0
4405,2023-01-27,Costa Rica,Terrestre,Familiares,Usulutan,10,498,2023,1,27,1,49.8
4406,2021-05-31,España,Aerea,Familiares,Usulutan,10,178,2021,5,31,2,17.8
4407,2024-02-09,Estados Unidos,Aerea,Familiares,Sonsonate,6,439,2024,2,9,1,73.17
4408,2024-12-30,Estados Unidos,Aerea,Negocios,San Miguel,10,1598,2024,12,30,4,159.8
4409,2023-12-07,Honduras,Terrestre,Religioso,La Libertad,9,1360,2023,12,7,4,151.11
4410,2023-10-21,Costa Rica,Terrestre,Ocio,Usulutan,6,2068,2023,10,21,4,344.67
4411,2023-01-07,Guatemala,Aerea,Ocio,Ahuachapan,8,1322,2023,1,7,1,165.25
4412,2024-10-21,Guatemala,Aerea,Ocio,San Salvador,4,1522,2024,10,21,4,380.5
4413,2021-03-10,Honduras,Aerea,Familiares,La Paz,7,1843,2021,3,10,1,263.29
4414,2021-10-26,Estados Unidos,Terrestre,Familiares,La Libertad,5,1734,2021,10,26,4,346.8
4415,2023-08-02,España,Aerea,Ocio,Santa Ana,4,542,2023,8,2,3,135.5
4416,2023-03-13,Estados Unidos,Aerea,Negocios,Ahuachapan,2,1311,2023,3,13,1,655.5
4417,2021-10-23,Guatemala,Terrestre,Ocio,Usulutan,9,1013,2021,10,23,4,112.56
4418,2021-07-22,Guatemala,Terrestre,Religioso,Ahuachapan,5,1719,2021,7,22,3,343.8
4419,2021-03-02,Guatemala,Terrestre,Negocios,Santa Ana,11,570,2021,3,2,1,51.82
4420,2023-08-04,Honduras,Aerea,Familiares,La Paz,6,2274,2023,8,4,3,379.0
4421,2023-08-21,España,Terrestre,Familiares,San Miguel,1,2358,2023,8,21,3,2358.0
4422,2024-08-30,Guatemala,Aerea,Familiares,Santa Ana,4,2476,2024,8,30,3,619.0
4423,2024-03-30,Honduras,Aerea,Familiares,Ahuachapan,5,624,2024,3,30,1,124.8
4424,2021-11-27,Estados Unidos,Aerea,Ocio,La Libertad,4,1510,2021,11,27,4,377.5
4425,2021-12-04,Nicaragua,Aerea,Familiares,La Libertad,2,2338,2021,12,4,4,1169.0
4426,2024-08-20,Estados Unidos,Aerea,Religioso,La Libertad,1,1330,2024,8,20,3,1330.0
4427,2024-09-23,Estados Unidos,Aerea,Salud,La Paz,9,1542,2024,9,23,3,171.33
4428,2022-10-01,Estados Unidos,Aerea,Familiares,Ahuachapan,4,321,2022,10,1,4,80.25
4429,2021-10-02,Honduras,Aerea,Familiares,Santa Ana,8,852,2021,10,2,4,106.5
4430,2024-04-02,España,Aerea,Religioso,Usulutan,11,2364,2024,4,2,2,214.91
4431,2021-11-15,Guatemala,Aerea,Familiares,Usulutan,8,778,2021,11,15,4,97.25
4432,2022-08-12,Estados Unidos,Aerea,Ocio,Santa Ana,4,229,2022,8,12,3,57.25
4433,2022-05-19,Estados Unidos,Terrestre,Ocio,Sonsonate,8,339,2022,5,19,2,42.38
4434,2022-01-22,Guatemala,Aerea,Familiares,Usulutan,4,993,2022,1,22,1,248.25
4435,2023-05-20,Estados Unidos,Terrestre,Familiares,San Salvador,6,2358,2023,5,20,2,393.0
4436,2023-04-13,Estados Unidos,Terrestre,Ocio,San Salvador,5,1783,2023,4,13,2,356.6
4437,2023-10-12,Guatemala,Terrestre,Ocio,Santa Ana,11,1708,2023,10,12,4,155.27
4438,2022-08-26,España,Aerea,Ocio,San Miguel,1,219,2022,8,26,3,219.0
4439,2022-11-22,Estados Unidos,Aerea,Familiares,Santa Ana,9,2326,2022,11,22,4,258.44
4440,2022-05-09,Estados Unidos,Terrestre,Ocio,La Libertad,11,633,2022,5,9,2,57.55
4441,2022-05-05,Nicaragua,Aerea,Ocio,La Paz,6,2297,2022,5,5,2,382.83
4442,2022-12-22,Honduras,Aerea,Ocio,Santa Ana,10,2321,2022,12,22,4,232.1
4443,2024-01-02,Mexico,Terrestre,Negocios,Usulutan,11,729,2024,1,2,1,66.27
4444,2022-05-24,Estados Unidos,Terrestre,Familiares,Usulutan,9,1110,2022,5,24,2,123.33
4445,2022-01-25,Estados Unidos,Terrestre,Familiares,Sonsonate,4,1357,2022,1,25,1,339.25
4446,2021-10-22,España,Aerea,Ocio,Sonsonate,4,1284,2021,10,22,4,321.0
4447,2024-10-24,Estados Unidos,Terrestre,Religioso,San Miguel,4,1839,2024,10,24,4,459.75
4448,2023-03-07,Honduras,Aerea,Familiares,Ahuachapan,2,2377,2023,3,7,1,1188.5
4449,2023-05-15,Estados Unidos,Terrestre,Ocio,Santa Ana,3,755,2023,5,15,2,251.67
4450,2022-07-03,Guatemala,Terrestre,Familiares,San Salvador,5,1343,2022,7,3,3,268.6
4451,2022-10-11,Honduras,Aerea,Ocio,La Paz,4,2082,2022,10,11,4,520.5
4452,2022-07-22,Guatemala,Aerea,Familiares,Sonsonate,1,420,2022,7,22,3,420.0
4453,2024-04-25,Honduras,Terrestre,Ocio,Santa Ana,8,613,2024,4,25,2,76.62
4454,2023-05-03,Estados Unidos,Terrestre,Familiares,Ahuachapan,4,1185,2023,5,3,2,296.25
4455,2023-02-09,España,Terrestre,Familiares,Usulutan,4,1899,2023,2,9,1,474.75
4456,2022-03-21,Estados Unidos,Terrestre,Familiares,Santa Ana,7,2168,2022,3,21,1,309.71
4457,2021-12-29,Estados Unidos,Aerea,Negocios,Usulutan,6,303,2021,12,29,4,50.5
4458,2021-05-03,Estados Unidos,Aerea,Familiares,Ahuachapan,2,1849,2021,5,3,2,924.5
4459,2024-04-26,Honduras,Terrestre,Familiares,La Libertad,4,702,2024,4,26,2,175.5
4460,2023-01-12,Nicaragua,Aerea,Ocio,Usulutan,2,1406,2023,1,12,1,703.0
4461,2022-11-11,Guatemala,Terrestre,Familiares,Sonsonate,3,636,2022,11,11,4,212.0
4462,2022-02-24,Guatemala,Terrestre,Familiares,La Libertad,11,1138,2022,2,24,1,103.45
4463,2024-06-29,Nicaragua,Terrestre,Ocio,La Paz,11,554,2024,6,29,2,50.36
4464,2024-09-20,Nicaragua,Aerea,Ocio,La Paz,10,631,2024,9,20,3,63.1
4465,2021-04-02,Guatemala,Aerea,Familiares,San Miguel,6,695,2021,4,2,2,115.83
4466,2021-03-04,Nicaragua,Aerea,Familiares,Sonsonate,11,1194,2021,3,4,1,108.55
4467,2022-05-27,Guatemala,Aerea,Familiares,La Libertad,9,415,2022,5,27,2,46.11
4468,2024-03-08,Estados Unidos,Terrestre,Religioso,San Miguel,1,790,2024,3,8,1,790.0
4469,2024-04-23,Estados Unidos,Aerea,Ocio,San Miguel,4,1482,2024,4,23,2,370.5
4470,2024-05-13,España,Terrestre,Negocios,San Salvador,8,2225,2024,5,13,2,278.12
4471,2023-02-11,Estados Unidos,Aerea,Ocio,La Libertad,4,595,2023,2,11,1,148.75
4472,2024-05-22,Estados Unidos,Terrestre,Salud,Sonsonate,6,624,2024,5,22,2,104.0
4473,2021-09-13,Costa Rica,Terrestre,Salud,Sonsonate,11,382,2021,9,13,3,34.73
4474,2021-05-15,Estados Unidos,Terrestre,Familiares,Usulutan,1,905,2021,5,15,2,905.0
4475,2023-05-25,Nicaragua,Aerea,Familiares,La Libertad,10,507,2023,5,25,2,50.7
4476,2023-04-02,Nicaragua,Aerea,Ocio,Santa Ana,4,400,2023,4,2,2,100.0
4477,2021-03-29,España,Terrestre,Familiares,Santa Ana,7,309,2021,3,29,1,44.14
4478,2023-09-15,Estados Unidos,Aerea,Ocio,San Salvador,6,1640,2023,9,15,3,273.33
4479,2024-05-15,Estados Unidos,Aerea,Familiares,San Miguel,9,1861,2024,5,15,2,206.78
4480,2024-02-27,Canada,Terrestre,Religioso,Ahuachapan,11,2424,2024,2,27,1,220.36
4481,2023-04-03,Estados Unidos,Aerea,Negocios,San Miguel,3,454,2023,4,3,2,151.33
4482,2023-10-24,Guatemala,Aerea,Ocio,Ahuachapan,5,2462,2023,10,24,4,492.4
4483,2023-09-01,Honduras,Aerea,Ocio,San Salvador,7,624,2023,9,1,3,89.14
4484,2023-07-23,Estados Unidos,Aerea,Ocio,Usulutan,11,1026,2023,7,23,3,93.27
4485,2021-05-01,Costa Rica,Terrestre,Ocio,San Salvador,1,1068,2021,5,1,2,1068.0
4486,2024-11-09,Guatemala,Aerea,Ocio,Sonsonate,9,887,2024,11,9,4,98.56
4487,2023-11-28,Estados Unidos,Terrestre,Ocio,Sonsonate,11,903,2023,11,28,4,82.09
4488,2024-09-26,Estados Unidos,Aerea,Ocio,Santa Ana,9,1641,2024,9,26,3,182.33
4489,2023-10-05,Estados Unidos,Terrestre,Ocio,La Libertad,3,942,2023,10,5,4,314.0
4490,2023-07-14,Estados Unidos,Aerea,Ocio,La Paz,8,121,2023,7,14,3,15.12
4491,2022-10-07,Honduras,Terrestre,Familiares,Usulutan,2,855,2022,10,7,4,427.5
4492,2022-12-15,Estados Unidos,Terrestre,Familiares,La Libertad,4,379,2022,12,15,4,94.75
4493,2023-05-10,Estados Unidos,Terrestre,Familiares,San Miguel,7,2460,2023,5,10,2,351.43
4494,2021-01-21,Canada,Aerea,Familiares,Santa Ana,9,267,2021,1,21,1,29.67
4495,2021-08-30,Guatemala,Aerea,Negocios,Santa Ana,4,521,2021,8,30,3,130.25
4496,2022-03-31,Estados Unidos,Aerea,Familiares,Santa Ana,1,1845,2022,3,31,1,1845.0
4497,2023-08-21,Costa Rica,Terrestre,Familiares,Santa Ana,7,2021,2023,8,21,3,288.71
4498,2022-09-13,Estados Unidos,Aerea,Negocios,Sonsonate,3,1707,2022,9,13,3,569.0
4499,2021-10-30,Canada,Terrestre,Ocio,San Salvador,11,2014,2021,10,30,4,183.09
4500,2023-03-14,Honduras,Terrestre,Ocio,San Salvador,10,149,2023,3,14,1,14.9
4501,2023-08-22,Honduras,Aerea,Familiares,La Libertad,9,1314,2023,8,22,3,146.0
4502,2021-03-10,Honduras,Aerea,Ocio,La Libertad,10,1864,2021,3,10,1,186.4
4503,2024-02-27,Guatemala,Terrestre,Ocio,Ahuachapan,9,2117,2024,2,27,1,235.22
4504,2021-07-15,Nicaragua,Aerea,Religioso,San Miguel,2,531,2021,7,15,3,265.5
4505,2021-05-20,Nicaragua,Aerea,Salud,Santa Ana,7,1680,2021,5,20,2,240.0
4506,2021-10-10,Estados Unidos,Terrestre,Negocios,Santa Ana,8,727,2021,10,10,4,90.88
4507,2021-11-08,Estados Unidos,Aerea,Familiares,La Paz,11,2411,2021,11,8,4,219.18
4508,2023-01-16,Mexico,Terrestre,Familiares,San Salvador,1,1219,2023,1,16,1,1219.0
4509,2021-10-04,Guatemala,Terrestre,Ocio,Ahuachapan,5,1862,2021,10,4,4,372.4
4510,2021-03-02,Mexico,Aerea,Familiares,Ahuachapan,11,310,2021,3,2,1,28.18
4511,2024-09-04,Guatemala,Aerea,Familiares,Santa Ana,8,1695,2024,9,4,3,211.88
4512,2021-02-21,Guatemala,Terrestre,Negocios,San Miguel,10,1451,2021,2,21,1,145.1
4513,2021-06-02,Estados Unidos,Terrestre,Negocios,La Libertad,2,2010,2021,6,2,2,1005.0
4514,2024-08-27,Estados Unidos,Aerea,Negocios,La Libertad,1,342,2024,8,27,3,342.0
4515,2022-06-28,Guatemala,Aerea,Familiares,Ahuachapan,10,1060,2022,6,28,2,106.0
4516,2022-07-21,Guatemala,Aerea,Familiares,La Libertad,4,1853,2022,7,21,3,463.25
4517,2024-11-13,Guatemala,Terrestre,Familiares,Ahuachapan,1,2301,2024,11,13,4,2301.0
4518,2022-09-14,Honduras,Aerea,Ocio,Usulutan,5,745,2022,9,14,3,149.0
4519,2024-04-15,Guatemala,Aerea,Familiares,La Paz,8,1205,2024,4,15,2,150.62
4520,2024-10-17,Nicaragua,Terrestre,Familiares,Santa Ana,11,1089,2024,10,17,4,99.0
4521,2021-11-10,Estados Unidos,Aerea,Negocios,Santa Ana,8,1617,2021,11,10,4,202.12
4522,2023-03-18,Guatemala,Aerea,Familiares,San Miguel,9,939,2023,3,18,1,104.33
4523,2023-04-28,Estados Unidos,Terrestre,Salud,Santa Ana,5,1884,2023,4,28,2,376.8
4524,2021-04-07,Guatemala,Aerea,Negocios,San Miguel,8,2019,2021,4,7,2,252.38
4525,2023-05-31,Estados Unidos,Terrestre,Salud,Usulutan,10,715,2023,5,31,2,71.5
4526,2024-05-21,Estados Unidos,Aerea,Negocios,La Paz,5,1089,2024,5,21,2,217.8
4527,2023-04-09,Estados Unidos,Aerea,Familiares,Santa Ana,7,2310,2023,4,9,2,330.0
4528,2021-05-17,Estados Unidos,Aerea,Familiares,San Miguel,11,1137,2021,5,17,2,103.36
4529,2023-10-27,Guatemala,Terrestre,Religioso,Usulutan,8,1561,2023,10,27,4,195.12
4530,2023-10-08,España,Aerea,Familiares,San Salvador,8,1757,2023,10,8,4,219.62
4531,2021-04-19,Estados Unidos,Aerea,Familiares,Santa Ana,2,149,2021,4,19,2,74.5
4532,2022-07-01,Honduras,Aerea,Ocio,Usulutan,1,1224,2022,7,1,3,1224.0
4533,2023-11-29,Guatemala,Aerea,Ocio,Ahuachapan,11,573,2023,11,29,4,52.09
4534,2022-10-24,Estados Unidos,Terrestre,Religioso,Santa Ana,8,1349,2022,10,24,4,168.62
4535,2022-03-01,Estados Unidos,Aerea,Familiares,Usulutan,9,498,2022,3,1,1,55.33
4536,2022-09-22,Estados Unidos,Terrestre,Familiares,La Libertad,7,1649,2022,9,22,3,235.57
4537,2021-09-18,Honduras,Terrestre,Ocio,Santa Ana,8,696,2021,9,18,3,87.0
4538,2024-12-20,Estados Unidos,Terrestre,Familiares,Ahuachapan,9,857,2024,12,20,4,95.22
4539,2021-03-28,Estados Unidos,Aerea,Ocio,Ahuachapan,10,1909,2021,3,28,1,190.9
4540,2022-04-10,Estados Unidos,Aerea,Salud,Sonsonate,10,2046,2022,4,10,2,204.6
4541,2021-03-17,Guatemala,Terrestre,Ocio,La Paz,10,2049,2021,3,17,1,204.9
4542,2022-04-16,Honduras,Aerea,Ocio,La Libertad,4,906,2022,4,16,2,226.5
4543,2022-02-18,Estados Unidos,Aerea,Ocio,Usulutan,3,273,2022,2,18,1,91.0
4544,2023-04-05,Guatemala,Terrestre,Salud,Usulutan,4,2087,2023,4,5,2,521.75
4545,2023-06-14,Guatemala,Terrestre,Ocio,Ahuachapan,10,1763,2023,6,14,2,176.3
4546,2022-12-27,Estados Unidos,Aerea,Familiares,La Paz,3,166,2022,12,27,4,55.33
4547,2022-04-02,Estados Unidos,Terrestre,Religioso,Sonsonate,2,1883,2022,4,2,2,941.5
4548,2024-08-01,Guatemala,Aerea,Ocio,La Libertad,1,223,2024,8,1,3,223.0
4549,2024-06-16,Guatemala,Aerea,Familiares,San Miguel,4,353,2024,6,16,2,88.25
4550,2022-10-15,Honduras,Aerea,Familiares,San Miguel,11,285,2022,10,15,4,25.91
4551,2022-11-03,Honduras,Terrestre,Familiares,San Miguel,5,1516,2022,11,3,4,303.2
4552,2024-10-27,Estados Unidos,Aerea,Salud,La Libertad,8,2100,2024,10,27,4,262.5
4553,2022-05-10,Estados Unidos,Aerea,Familiares,Sonsonate,7,1328,2022,5,10,2,189.71
4554,2023-12-05,Guatemala,Aerea,Ocio,Sonsonate,11,228,2023,12,5,4,20.73
4555,2024-11-25,Honduras,Aerea,Familiares,San Salvador,11,1279,2024,11,25,4,116.27
4556,2024-06-24,Estados Unidos,Aerea,Familiares,Ahuachapan,6,448,2024,6,24,2,74.67
4557,2022-08-20,Costa Rica,Aerea,Familiares,La Libertad,6,1280,2022,8,20,3,213.33
4558,2022-03-26,Guatemala,Aerea,Familiares,La Paz,11,1355,2022,3,26,1,123.18
4559,2022-04-30,Estados Unidos,Aerea,Negocios,Usulutan,5,1605,2022,4,30,2,321.0
4560,2022-10-08,Honduras,Aerea,Ocio,Santa Ana,11,1360,2022,10,8,4,123.64
4561,2022-09-12,Estados Unidos,Aerea,Ocio,Sonsonate,4,521,2022,9,12,3,130.25
4562,2023-11-08,Guatemala,Aerea,Negocios,San Salvador,8,1777,2023,11,8,4,222.12
4563,2022-10-24,Guatemala,Aerea,Ocio,Sonsonate,8,2007,2022,10,24,4,250.88
4564,2023-01-28,Estados Unidos,Aerea,Ocio,San Miguel,11,1501,2023,1,28,1,136.45
4565,2021-10-16,Nicaragua,Terrestre,Negocios,Ahuachapan,10,1373,2021,10,16,4,137.3
4566,2024-12-08,Honduras,Aerea,Ocio,La Paz,11,2265,2024,12,8,4,205.91
4567,2022-12-22,Estados Unidos,Aerea,Ocio,Santa Ana,3,782,2022,12,22,4,260.67
4568,2022-09-30,Estados Unidos,Terrestre,Ocio,Santa Ana,8,1460,2022,9,30,3,182.5
4569,2021-08-23,Estados Unidos,Aerea,Familiares,Sonsonate,5,1993,2021,8,23,3,398.6
4570,2022-02-20,Nicaragua,Terrestre,Familiares,Santa Ana,1,1879,2022,2,20,1,1879.0
4571,2023-07-27,Estados Unidos,Aerea,Ocio,San Miguel,8,863,2023,7,27,3,107.88
4572,2022-05-14,Estados Unidos,Aerea,Familiares,Usulutan,7,1765,2022,5,14,2,252.14
4573,2023-09-01,Estados Unidos,Aerea,Familiares,San Miguel,7,2272,2023,9,1,3,324.57
4574,2022-09-26,Estados Unidos,Terrestre,Familiares,Santa Ana,5,1457,2022,9,26,3,291.4
4575,2023-10-17,Honduras,Aerea,Ocio,La Paz,5,1809,2023,10,17,4,361.8
4576,2021-04-25,Honduras,Terrestre,Ocio,San Miguel,7,2471,2021,4,25,2,353.0
4577,2023-07-21,Guatemala,Aerea,Religioso,Sonsonate,11,455,2023,7,21,3,41.36
4578,2022-11-05,Guatemala,Terrestre,Ocio,Ahuachapan,9,1155,2022,11,5,4,128.33
4579,2024-06-11,Guatemala,Aerea,Familiares,San Salvador,10,1303,2024,6,11,2,130.3
4580,2023-11-01,Estados Unidos,Terrestre,Familiares,San Miguel,1,2061,2023,11,1,4,2061.0
4581,2021-07-25,Estados Unidos,Terrestre,Ocio,San Salvador,8,2255,2021,7,25,3,281.88
4582,2021-09-04,Estados Unidos,Terrestre,Familiares,La Libertad,11,1951,2021,9,4,3,177.36
4583,2023-01-28,Honduras,Aerea,Negocios,La Paz,10,2485,2023,1,28,1,248.5
4584,2024-02-25,Canada,Terrestre,Negocios,Sonsonate,9,175,2024,2,25,1,19.44
4585,2021-05-27,Estados Unidos,Terrestre,Familiares,Santa Ana,7,610,2021,5,27,2,87.14
4586,2021-04-28,Estados Unidos,Aerea,Familiares,Ahuachapan,2,2138,2021,4,28,2,1069.0
4587,2024-11-06,Estados Unidos,Terrestre,Religioso,La Paz,5,907,2024,11,6,4,181.4
4588,2022-02-16,Nicaragua,Aerea,Familiares,Sonsonate,11,1187,2022,2,16,1,107.91
4589,2021-12-29,Nicaragua,Aerea,Ocio,Sonsonate,4,644,2021,12,29,4,161.0
4590,2021-05-17,Estados Unidos,Terrestre,Familiares,La Paz,7,572,2021,5,17,2,81.71
4591,2024-04-13,Honduras,Terrestre,Ocio,San Miguel,3,1993,2024,4,13,2,664.33
4592,2024-08-05,Honduras,Aerea,Familiares,La Paz,8,1639,2024,8,5,3,204.88
4593,2023-08-16,Estados Unidos,Terrestre,Negocios,La Paz,5,824,2023,8,16,3,164.8
4594,2021-01-19,Estados Unidos,Terrestre,Salud,La Libertad,6,1110,2021,1,19,1,185.0
4595,2021-07-14,Guatemala,Aerea,Ocio,Santa Ana,4,842,2021,7,14,3,210.5
4596,2021-11-26,Estados Unidos,Terrestre,Familiares,La Paz,7,1916,2021,11,26,4,273.71
4597,2021-06-24,Estados Unidos,Terrestre,Ocio,La Libertad,9,1506,2021,6,24,2,167.33
4598,2023-09-29,Estados Unidos,Aerea,Ocio,San Salvador,4,1533,2023,9,29,3,383.25
4599,2022-03-25,Guatemala,Aerea,Familiares,San Miguel,6,564,2022,3,25,1,94.0
4600,2023-08-04,Nicaragua,Aerea,Familiares,La Libertad,6,321,2023,8,4,3,53.5
4601,2024-10-09,Guatemala,Terrestre,Negocios,San Miguel,1,1134,2024,10,9,4,1134.0
4602,2021-05-21,Estados Unidos,Terrestre,Religioso,Santa Ana,9,1900,2021,5,21,2,211.11
4603,2023-01-28,Estados Unidos,Aerea,Familiares,San Salvador,11,685,2023,1,28,1,62.27
4604,2023-07-19,Guatemala,Aerea,Familiares,La Paz,2,1848,2023,7,19,3,924.0
4605,2021-04-03,Estados Unidos,Terrestre,Salud,La Paz,10,572,2021,4,3,2,57.2
4606,2021-08-27,Guatemala,Aerea,Familiares,Ahuachapan,1,2151,2021,8,27,3,2151.0
4607,2021-07-24,Estados Unidos,Terrestre,Negocios,La Paz,5,651,2021,7,24,3,130.2
4608,2022-07-14,Honduras,Aerea,Familiares,La Paz,2,1621,2022,7,14,3,810.5
4609,2024-12-27,Mexico,Aerea,Religioso,San Salvador,10,2038,2024,12,27,4,203.8
4610,2021-09-02,Mexico,Aerea,Ocio,Usulutan,5,2211,2021,9,2,3,442.2
4611,2023-04-12,Estados Unidos,Aerea,Familiares,La Libertad,11,1706,2023,4,12,2,155.09
4612,2024-09-02,Guatemala,Aerea,Familiares,Ahuachapan,1,1862,2024,9,2,3,1862.0
4613,2023-07-14,Estados Unidos,Terrestre,Familiares,San Miguel,7,1002,2023,7,14,3,143.14
4614,2021-10-22,Honduras,Aerea,Negocios,San Miguel,4,232,2021,10,22,4,58.0
4615,2022-10-02,Estados Unidos,Terrestre,Familiares,Ahuachapan,8,2094,2022,10,2,4,261.75
4616,2023-05-06,Honduras,Aerea,Familiares,San Miguel,8,1208,2023,5,6,2,151.0
4617,2024-07-29,Estados Unidos,Aerea,Familiares,La Libertad,7,2158,2024,7,29,3,308.29
4618,2021-01-17,Mexico,Terrestre,Familiares,Sonsonate,1,2010,2021,1,17,1,2010.0
4619,2021-03-12,Honduras,Aerea,Ocio,La Libertad,3,1747,2021,3,12,1,582.33
4620,2024-07-16,Estados Unidos,Aerea,Salud,La Libertad,6,1940,2024,7,16,3,323.33
4621,2024-09-10,Canada,Aerea,Familiares,Usulutan,6,2008,2024,9,10,3,334.67
4622,2021-11-01,Estados Unidos,Terrestre,Negocios,San Miguel,6,1006,2021,11,1,4,167.67
4623,2023-10-28,España,Terrestre,Familiares,La Libertad,2,1019,2023,10,28,4,509.5
4624,2024-08-30,Honduras,Aerea,Salud,La Libertad,8,2008,2024,8,30,3,251.0
4625,2023-03-28,España,Terrestre,Ocio,San Miguel,3,1729,2023,3,28,1,576.33
4626,2024-02-01,Estados Unidos,Aerea,Negocios,San Miguel,5,1566,2024,2,1,1,313.2
4627,2023-04-01,Estados Unidos,Terrestre,Familiares,La Libertad,9,1693,2023,4,1,2,188.11
4628,2021-07-12,Honduras,Terrestre,Religioso,San Salvador,7,2390,2021,7,12,3,341.43
4629,2022-06-13,Costa Rica,Aerea,Familiares,Usulutan,9,836,2022,6,13,2,92.89
4630,2021-06-20,Estados Unidos,Terrestre,Familiares,Santa Ana,4,194,2021,6,20,2,48.5
4631,2021-09-08,Estados Unidos,Aerea,Ocio,Santa Ana,1,402,2021,9,8,3,402.0
4632,2024-11-11,Estados Unidos,Terrestre,Familiares,Usulutan,10,1022,2024,11,11,4,102.2
4633,2024-05-15,Mexico,Aerea,Negocios,Sonsonate,3,616,2024,5,15,2,205.33
4634,2022-06-25,Honduras,Terrestre,Ocio,La Libertad,11,902,2022,6,25,2,82.0
4635,2022-02-20,Estados Unidos,Aerea,Familiares,Ahuachapan,5,1657,2022,2,20,1,331.4
4636,2023-03-05,Estados Unidos,Aerea,Familiares,La Paz,10,770,2023,3,5,1,77.0
4637,2024-11-04,Guatemala,Terrestre,Familiares,Santa Ana,1,2341,2024,11,4,4,2341.0
4638,2024-03-13,Estados Unidos,Aerea,Ocio,San Miguel,7,1326,2024,3,13,1,189.43
4639,2021-01-25,Honduras,Aerea,Religioso,La Paz,1,1248,2021,1,25,1,1248.0
4640,2022-10-30,Estados Unidos,Aerea,Ocio,Usulutan,8,1424,2022,10,30,4,178.0
4641,2024-01-02,Honduras,Aerea,Ocio,Sonsonate,7,1327,2024,1,2,1,189.57
4642,2022-09-24,Mexico,Terrestre,Familiares,La Paz,2,1350,2022,9,24,3,675.0
4643,2024-01-22,Guatemala,Terrestre,Negocios,La Libertad,11,2361,2024,1,22,1,214.64
4644,2022-05-20,Estados Unidos,Aerea,Salud,La Libertad,7,141,2022,5,20,2,20.14
4645,2021-12-02,Honduras,Terrestre,Familiares,San Salvador,11,1397,2021,12,2,4,127.0
4646,2022-03-01,Estados Unidos,Terrestre,Familiares,Usulutan,11,1217,2022,3,1,1,110.64
4647,2022-05-14,Canada,Aerea,Familiares,La Libertad,6,1202,2022,5,14,2,200.33
4648,2024-10-19,Estados Unidos,Aerea,Negocios,Usulutan,7,708,2024,10,19,4,101.14
4649,2023-08-05,Nicaragua,Terrestre,Familiares,Santa Ana,1,702,2023,8,5,3,702.0
4650,2022-09-22,Estados Unidos,Aerea,Ocio,La Libertad,7,2032,2022,9,22,3,290.29
4651,2024-05-07,Estados Unidos,Aerea,Ocio,La Libertad,9,151,2024,5,7,2,16.78
4652,2022-12-19,Estados Unidos,Terrestre,Familiares,La Paz,8,2462,2022,12,19,4,307.75
4653,2024-12-07,Costa Rica,Terrestre,Familiares,Sonsonate,7,940,2024,12,7,4,134.29
4654,2021-12-05,España,Terrestre,Negocios,La Libertad,2,1313,2021,12,5,4,656.5
4655,2022-10-21,Estados Unidos,Terrestre,Familiares,Santa Ana,7,1731,2022,10,21,4,247.29
4656,2023-08-20,Estados Unidos,Aerea,Ocio,Sonsonate,11,2287,2023,8,20,3,207.91
4657,2022-03-05,Estados Unidos,Terrestre,Ocio,La Libertad,2,1001,2022,3,5,1,500.5
4658,2023-06-18,Estados Unidos,Terrestre,Familiares,Sonsonate,4,1682,2023,6,18,2,420.5
4659,2021-05-19,Honduras,Aerea,Familiares,Santa Ana,1,789,2021,5,19,2,789.0
4660,2023-07-31,Estados Unidos,Terrestre,Familiares,La Paz,3,376,2023,7,31,3,125.33
4661,2022-06-26,Honduras,Aerea,Ocio,La Paz,5,179,2022,6,26,2,35.8
4662,2021-02-26,Honduras,Aerea,Familiares,San Salvador,6,127,2021,2,26,1,21.17
4663,2024-06-09,Guatemala,Terrestre,Ocio,Usulutan,3,1531,2024,6,9,2,510.33
4664,2022-10-20,Nicaragua,Terrestre,Familiares,Santa Ana,3,1238,2022,10,20,4,412.67
4665,2022-03-11,Estados Unidos,Aerea,Ocio,Ahuachapan,10,1137,2022,3,11,1,113.7
4666,2022-01-19,Estados Unidos,Aerea,Familiares,Usulutan,6,1076,2022,1,19,1,179.33
4667,2022-07-14,Honduras,Terrestre,Ocio,Usulutan,9,1584,2022,7,14,3,176.0
4668,2021-07-13,Estados Unidos,Aerea,Negocios,San Miguel,2,451,2021,7,13,3,225.5
4669,2022-06-18,Estados Unidos,Terrestre,Religioso,La Libertad,2,2076,2022,6,18,2,1038.0
4670,2022-06-02,Canada,Aerea,Familiares,San Miguel,7,2024,2022,6,2,2,289.14
4671,2022-12-17,Guatemala,Aerea,Ocio,San Miguel,4,2393,2022,12,17,4,598.25
4672,2023-01-21,Estados Unidos,Aerea,Ocio,La Libertad,1,717,2023,1,21,1,717.0
4673,2021-07-04,Honduras,Aerea,Ocio,San Salvador,6,1005,2021,7,4,3,167.5
4674,2021-10-19,Estados Unidos,Aerea,Familiares,Santa Ana,9,1539,2021,10,19,4,171.0
4675,2024-09-20,Costa Rica,Aerea,Familiares,Sonsonate,10,2464,2024,9,20,3,246.4
4676,2023-01-02,Estados Unidos,Aerea,Ocio,Sonsonate,6,1092,2023,1,2,1,182.0
